"COUNTRY","Country","INDICATOR","Indicator","EDUCATION_LEV","Education level","SEX","Gender","MOBILITY","Mobility","EDUCATION_FIELD","Field","YEAR","Year","Value","Flag Codes","Flags"
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F06","Information and Communication Technologies (ICTs)","2015","2015",1.218,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F06","Information and Communication Technologies (ICTs)","2016","2016",1.228,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F06","Information and Communication Technologies (ICTs)","2017","2017",1.199,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F06","Information and Communication Technologies (ICTs)","2018","2018",1.257,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F06","Information and Communication Technologies (ICTs)","2019","2019",1.337,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F06","Information and Communication Technologies (ICTs)","2020","2020",1.606,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F06","Information and Communication Technologies (ICTs)","2021","2021",1.735,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2013","2013",6.804,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2014","2014",6.644,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2015","2015",6.805,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2016","2016",6.97,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2017","2017",7.237,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2018","2018",7.809,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2019","2019",7.693,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2020","2020",8.27,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2021","2021",8.118,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2013","2013",3.796,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2014","2014",3.631,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2015","2015",3.612,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2016","2016",3.686,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2017","2017",3.758,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2018","2018",4.014,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2019","2019",3.985,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2020","2020",4.384,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2021","2021",4.38,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2013","2013",3.534,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2014","2014",3.489,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2015","2015",3.688,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2016","2016",3.713,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2017","2017",3.741,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2018","2018",3.831,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2019","2019",3.879,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2020","2020",4.071,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2021","2021",4.224,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2013","2013",16.4,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2014","2014",16.102,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2015","2015",16.445,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2016","2016",16.374,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2017","2017",16.344,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2018","2018",16.27,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2019","2019",15.833,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2020","2020",16.252,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2021","2021",16.137,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2013","2013",9.5,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2014","2014",9.205,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2015","2015",9.155,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2016","2016",9.132,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2017","2017",9.083,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2018","2018",9.065,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2019","2019",8.859,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2020","2020",9.149,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2021","2021",9.16,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2013","2013",1.061,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2014","2014",1.069,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2015","2015",1.106,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2016","2016",1.089,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2017","2017",1.125,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2018","2018",1.067,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2019","2019",1.139,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2020","2020",1.111,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2021","2021",0.903,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2013","2013",0.787,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2014","2014",0.772,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2015","2015",0.847,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2016","2016",0.783,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2017","2017",0.759,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2018","2018",0.703,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2019","2019",0.721,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2020","2020",0.634,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2021","2021",0.481,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2013","2013",0.988,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2014","2014",0.973,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2015","2015",0.995,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2016","2016",0.958,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2017","2017",0.97,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2018","2018",0.914,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2019","2019",0.965,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2020","2020",0.912,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2021","2021",0.728,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2013","2013",21.448,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2014","2014",20.965,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2015","2015",17.527,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2016","2016",17.995,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2017","2017",18.591,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2018","2018",19.183,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2019","2019",17.606,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2020","2020",17.99,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2021","2021",20.271,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2013","2013",8.363,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2014","2014",8.27,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2015","2015",7.578,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2016","2016",7.874,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2017","2017",8.354,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2018","2018",8.507,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2019","2019",8.022,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2020","2020",7.861,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2021","2021",8.382,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2013","2013",11.784,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2014","2014",12.657,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2015","2015",13.264,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2016","2016",13.663,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2017","2017",14.252,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2018","2018",14.691,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2019","2019",13.613,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2020","2020",13.768,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2021","2021",15.346,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2013","2013",1.689,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2014","2014",1.616,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2015","2015",0,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2016","2016",0.113,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2017","2017",0.131,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2018","2018",0.161,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2019","2019",0.171,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2020","2020",0.151,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F10","Services","2021","2021",0.178,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2013","2013",1.327,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2014","2014",1.311,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2015","2015",0,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2016","2016",0.093,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2017","2017",0.119,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2018","2018",0.104,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2019","2019",0.108,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2020","2020",0.079,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F10","Services","2021","2021",0.11,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2013","2013",1.607,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2014","2014",1.535,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2015","2015",0,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2016","2016",0.104,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2017","2017",0.126,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2018","2018",0.137,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2019","2019",0.145,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2020","2020",0.121,,
"GBR","United Kingdom","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F10","Services","2021","2021",0.149,,
"USA","United States","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2013","2013",0,,
"USA","United States","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2014","2014",0,,
"USA","United States","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2015","2015",0,,
"USA","United States","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2016","2016",0,,
"USA","United States","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2017","2017",0,,
"USA","United States","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2018","2018",0,,
"USA","United States","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2019","2019",0,,
"USA","United States","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2020","2020",0,,
"USA","United States","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F00","Generic programmes and qualifications","2021","2021",0,,
"USA","United States","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","2013","2013",0,,
"USA","United States","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","2014","2014",0,,
"USA","United States","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","2015","2015",0,,
"USA","United States","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","2016","2016",0,,
"USA","United States","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","2017","2017",0,,
"USA","United States","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F00","Generic programmes and qualifications","2018","2018",0,,
